Time_Bands,Speciality_Name,Hospital_Group,Archive_Date,Total
< 1 Year,Vascular Surgery,South/South West Hospital Group,2014-03-28T00:00:00Z,1298
> 1 Year,Vascular Surgery,South/South West Hospital Group,2014-03-28T00:00:00Z,47
< 1 Year,Anaesthetics,University of Limerick Hospital Group,2014-03-28T00:00:00Z,423
> 1 Year,Anaesthetics,University of Limerick Hospital Group,2014-03-28T00:00:00Z,9
< 1 Year,Cardiology,University of Limerick Hospital Group,2014-03-28T00:00:00Z,251
< 1 Year,Dermatology,University of Limerick Hospital Group,2014-03-28T00:00:00Z,816
< 1 Year,Gastro-Enterology,University of Limerick Hospital Group,2014-03-28T00:00:00Z,95
> 1 Year,Gastro-Enterology,University of Limerick Hospital Group,2014-03-28T00:00:00Z,13
< 1 Year,General Medicine,University of Limerick Hospital Group,2014-03-28T00:00:00Z,1889
> 1 Year,General Medicine,University of Limerick Hospital Group,2014-03-28T00:00:00Z,45
< 1 Year,General Surgery,University of Limerick Hospital Group,2014-03-28T00:00:00Z,2696
> 1 Year,General Surgery,University of Limerick Hospital Group,2014-03-28T00:00:00Z,46
< 1 Year,Geriatric Medicine,University of Limerick Hospital Group,2014-03-28T00:00:00Z,142
> 1 Year,Geriatric Medicine,University of Limerick Hospital Group,2014-03-28T00:00:00Z,14
< 1 Year,Gynaecology,University of Limerick Hospital Group,2014-03-28T00:00:00Z,1180
> 1 Year,Gynaecology,University of Limerick Hospital Group,2014-03-28T00:00:00Z,14
< 1 Year,Haematology,University of Limerick Hospital Group,2014-03-28T00:00:00Z,61
< 1 Year,Maxillo-Facial,University of Limerick Hospital Group,2014-03-28T00:00:00Z,1012
< 1 Year,Nephrology,University of Limerick Hospital Group,2014-03-28T00:00:00Z,73
> 1 Year,Nephrology,University of Limerick Hospital Group,2014-03-28T00:00:00Z,3
< 1 Year,Neurology,University of Limerick Hospital Group,2014-03-28T00:00:00Z,676
> 1 Year,Neurology,University of Limerick Hospital Group,2014-03-28T00:00:00Z,33
< 1 Year,Oncology,University of Limerick Hospital Group,2014-03-28T00:00:00Z,17
< 1 Year,Ophthalmology,University of Limerick Hospital Group,2014-03-28T00:00:00Z,1837
> 1 Year,Ophthalmology,University of Limerick Hospital Group,2014-03-28T00:00:00Z,70
< 1 Year,Orthopaedics,University of Limerick Hospital Group,2014-03-28T00:00:00Z,2109
> 1 Year,Orthopaedics,University of Limerick Hospital Group,2014-03-28T00:00:00Z,81
< 1 Year,Other,University of Limerick Hospital Group,2014-03-28T00:00:00Z,3
< 1 Year,Otolaryngology (ENT),University of Limerick Hospital Group,2014-03-28T00:00:00Z,2311
> 1 Year,Otolaryngology (ENT),University of Limerick Hospital Group,2014-03-28T00:00:00Z,163
< 1 Year,Paediatrics,University of Limerick Hospital Group,2014-03-28T00:00:00Z,919
> 1 Year,Paediatrics,University of Limerick Hospital Group,2014-03-28T00:00:00Z,18
< 1 Year,Pain Relief,University of Limerick Hospital Group,2014-03-28T00:00:00Z,220
< 1 Year,Plastic Surgery,University of Limerick Hospital Group,2014-03-28T00:00:00Z,270
> 1 Year,Plastic Surgery,University of Limerick Hospital Group,2014-03-28T00:00:00Z,2
< 1 Year,Respiratory Medicine,University of Limerick Hospital Group,2014-03-28T00:00:00Z,10
< 1 Year,Rheumatology,University of Limerick Hospital Group,2014-03-28T00:00:00Z,647
> 1 Year,Rheumatology,University of Limerick Hospital Group,2014-03-28T00:00:00Z,45
< 1 Year,Urology,University of Limerick Hospital Group,2014-03-28T00:00:00Z,1150
> 1 Year,Urology,University of Limerick Hospital Group,2014-03-28T00:00:00Z,105
< 1 Year,Vascular Surgery,University of Limerick Hospital Group,2014-03-28T00:00:00Z,326
> 1 Year,Vascular Surgery,University of Limerick Hospital Group,2014-03-28T00:00:00Z,19
< 1 Year,Cardio-Thoracic Surgery,Children's Health Ireland,2014-04-29T00:00:00Z,39
< 1 Year,Dental Surgery,Children's Health Ireland,2014-04-29T00:00:00Z,49
< 1 Year,Dermatology,Children's Health Ireland,2014-04-29T00:00:00Z,60
< 1 Year,General Surgery,Children's Health Ireland,2014-04-29T00:00:00Z,64
< 1 Year,Maxillo-Facial,Children's Health Ireland,2014-04-29T00:00:00Z,10
< 1 Year,Ophthalmology,Children's Health Ireland,2014-04-29T00:00:00Z,100
< 1 Year,Orthopaedics,Children's Health Ireland,2014-04-29T00:00:00Z,529
> 1 Year,Orthopaedics,Children's Health Ireland,2014-04-29T00:00:00Z,39
< 1 Year,Otolaryngology (ENT),Children's Health Ireland,2014-04-29T00:00:00Z,319
< 1 Year,Paed Cardiology,Children's Health Ireland,2014-04-29T00:00:00Z,141
< 1 Year,Paed Gastro-Enterol,Children's Health Ireland,2014-04-29T00:00:00Z,99
< 1 Year,Paediatric Respiratory Medicine,Children's Health Ireland,2014-04-29T00:00:00Z,36
< 1 Year,Paediatric Surgery,Children's Health Ireland,2014-04-29T00:00:00Z,42
< 1 Year,Paediatrics,Children's Health Ireland,2014-04-29T00:00:00Z,11
< 1 Year,Plastic Surgery,Children's Health Ireland,2014-04-29T00:00:00Z,140
< 1 Year,Respiratory Medicine,Children's Health Ireland,2014-04-29T00:00:00Z,241
> 1 Year,Respiratory Medicine,Children's Health Ireland,2014-04-29T00:00:00Z,5
< 1 Year,Rheumatology,Children's Health Ireland,2014-04-29T00:00:00Z,11
< 1 Year,Small Volume Specialities,Children's Health Ireland,2014-04-29T00:00:00Z,29
< 1 Year,Urology,Children's Health Ireland,2014-04-29T00:00:00Z,9
< 1 Year,Anaesthetics,Dublin Midlands Hospital Group,2014-04-29T00:00:00Z,212
< 1 Year,Cardio-Thoracic Surgery,Dublin Midlands Hospital Group,2014-04-29T00:00:00Z,178
> 1 Year,Cardio-Thoracic Surgery,Dublin Midlands Hospital Group,2014-04-29T00:00:00Z,3
< 1 Year,Cardiology,Dublin Midlands Hospital Group,2014-04-29T00:00:00Z,277
< 1 Year,Dermatology,Dublin Midlands Hospital Group,2014-04-29T00:00:00Z,41
< 1 Year,Gastro-Enterology,Dublin Midlands Hospital Group,2014-04-29T00:00:00Z,1074
< 1 Year,General Medicine,Dublin Midlands Hospital Group,2014-04-29T00:00:00Z,369
> 1 Year,General Medicine,Dublin Midlands Hospital Group,2014-04-29T00:00:00Z,2
< 1 Year,General Surgery,Dublin Midlands Hospital Group,2014-04-29T00:00:00Z,2386
> 1 Year,General Surgery,Dublin Midlands Hospital Group,2014-04-29T00:00:00Z,11
< 1 Year,Geriatric Medicine,Dublin Midlands Hospital Group,2014-04-29T00:00:00Z,46
< 1 Year,Gynaecology,Dublin Midlands Hospital Group,2014-04-29T00:00:00Z,173
< 1 Year,Haematology,Dublin Midlands Hospital Group,2014-04-29T00:00:00Z,9
< 1 Year,Maxillo-Facial,Dublin Midlands Hospital Group,2014-04-29T00:00:00Z,443
> 1 Year,Maxillo-Facial,Dublin Midlands Hospital Group,2014-04-29T00:00:00Z,3
< 1 Year,Neurology,Dublin Midlands Hospital Group,2014-04-29T00:00:00Z,28
< 1 Year,Orthopaedics,Dublin Midlands Hospital Group,2014-04-29T00:00:00Z,1745
> 1 Year,Orthopaedics,Dublin Midlands Hospital Group,2014-04-29T00:00:00Z,56
< 1 Year,Otolaryngology (ENT),Dublin Midlands Hospital Group,2014-04-29T00:00:00Z,1429
> 1 Year,Otolaryngology (ENT),Dublin Midlands Hospital Group,2014-04-29T00:00:00Z,21
< 1 Year,Paed Orthopaedic,Dublin Midlands Hospital Group,2014-04-29T00:00:00Z,5
< 1 Year,Paediatric ENT,Dublin Midlands Hospital Group,2014-04-29T00:00:00Z,112
< 1 Year,Paediatric Respiratory Medicine,Dublin Midlands Hospital Group,2014-04-29T00:00:00Z,15
< 1 Year,Paediatric Surgery,Dublin Midlands Hospital Group,2014-04-29T00:00:00Z,10
< 1 Year,Pain Relief,Dublin Midlands Hospital Group,2014-04-29T00:00:00Z,222
< 1 Year,Plastic Surgery,Dublin Midlands Hospital Group,2014-04-29T00:00:00Z,694
> 1 Year,Plastic Surgery,Dublin Midlands Hospital Group,2014-04-29T00:00:00Z,6
< 1 Year,Respiratory Medicine,Dublin Midlands Hospital Group,2014-04-29T00:00:00Z,20
< 1 Year,Rheumatology,Dublin Midlands Hospital Group,2014-04-29T00:00:00Z,14
< 1 Year,Small Volume Specialities,Dublin Midlands Hospital Group,2014-04-29T00:00:00Z,19
< 1 Year,Urology,Dublin Midlands Hospital Group,2014-04-29T00:00:00Z,633
> 1 Year,Urology,Dublin Midlands Hospital Group,2014-04-29T00:00:00Z,5
< 1 Year,Vascular Surgery,Dublin Midlands Hospital Group,2014-04-29T00:00:00Z,489
< 1 Year,Cardio-Thoracic Surgery,Ireland East Hospital Group,2014-04-29T00:00:00Z,113
< 1 Year,Cardiology,Ireland East Hospital Group,2014-04-29T00:00:00Z,1144
< 1 Year,Dental Surgery,Ireland East Hospital Group,2014-04-29T00:00:00Z,21
< 1 Year,Endocrinology,Ireland East Hospital Group,2014-04-29T00:00:00Z,5
< 1 Year,Gastro-Enterology,Ireland East Hospital Group,2014-04-29T00:00:00Z,76
< 1 Year,General Medicine,Ireland East Hospital Group,2014-04-29T00:00:00Z,285
< 1 Year,General Surgery,Ireland East Hospital Group,2014-04-29T00:00:00Z,1877
> 1 Year,General Surgery,Ireland East Hospital Group,2014-04-29T00:00:00Z,2
< 1 Year,Gynaecology,Ireland East Hospital Group,2014-04-29T00:00:00Z,719
< 1 Year,Neurology,Ireland East Hospital Group,2014-04-29T00:00:00Z,9
< 1 Year,Ophthalmology,Ireland East Hospital Group,2014-04-29T00:00:00Z,2573
> 1 Year,Ophthalmology,Ireland East Hospital Group,2014-04-29T00:00:00Z,2
< 1 Year,Orthopaedics,Ireland East Hospital Group,2014-04-29T00:00:00Z,2704
> 1 Year,Orthopaedics,Ireland East Hospital Group,2014-04-29T00:00:00Z,5
< 1 Year,Otolaryngology (ENT),Ireland East Hospital Group,2014-04-29T00:00:00Z,546
> 1 Year,Otolaryngology (ENT),Ireland East Hospital Group,2014-04-29T00:00:00Z,4
< 1 Year,Pain Relief,Ireland East Hospital Group,2014-04-29T00:00:00Z,360
< 1 Year,Plastic Surgery,Ireland East Hospital Group,2014-04-29T00:00:00Z,174
< 1 Year,Respiratory Medicine,Ireland East Hospital Group,2014-04-29T00:00:00Z,72
< 1 Year,Rheumatology,Ireland East Hospital Group,2014-04-29T00:00:00Z,6
< 1 Year,Small Volume Specialities,Ireland East Hospital Group,2014-04-29T00:00:00Z,43
< 1 Year,Urology,Ireland East Hospital Group,2014-04-29T00:00:00Z,951
< 1 Year,Vascular Surgery,Ireland East Hospital Group,2014-04-29T00:00:00Z,28
< 1 Year,Cardiology,RCSI  Hospitals Group,2014-04-29T00:00:00Z,277
< 1 Year,Clinical Immunology,RCSI  Hospitals Group,2014-04-29T00:00:00Z,54
< 1 Year,Dermatology,RCSI  Hospitals Group,2014-04-29T00:00:00Z,337
< 1 Year,Gastro-Enterology,RCSI  Hospitals Group,2014-04-29T00:00:00Z,1234
< 1 Year,General Medicine,RCSI  Hospitals Group,2014-04-29T00:00:00Z,150
< 1 Year,General Surgery,RCSI  Hospitals Group,2014-04-29T00:00:00Z,2941
> 1 Year,General Surgery,RCSI  Hospitals Group,2014-04-29T00:00:00Z,2
< 1 Year,Geriatric Medicine,RCSI  Hospitals Group,2014-04-29T00:00:00Z,23
< 1 Year,Gynaecology,RCSI  Hospitals Group,2014-04-29T00:00:00Z,429
> 1 Year,Gynaecology,RCSI  Hospitals Group,2014-04-29T00:00:00Z,1
< 1 Year,Nephrology,RCSI  Hospitals Group,2014-04-29T00:00:00Z,51
< 1 Year,Neurology,RCSI  Hospitals Group,2014-04-29T00:00:00Z,60
< 1 Year,Neurosurgery,RCSI  Hospitals Group,2014-04-29T00:00:00Z,422
> 1 Year,Neurosurgery,RCSI  Hospitals Group,2014-04-29T00:00:00Z,1
< 1 Year,Orthopaedics,RCSI  Hospitals Group,2014-04-29T00:00:00Z,373
< 1 Year,Otolaryngology (ENT),RCSI  Hospitals Group,2014-04-29T00:00:00Z,1234
> 1 Year,Otolaryngology (ENT),RCSI  Hospitals Group,2014-04-29T00:00:00Z,4
< 1 Year,Pain Relief,RCSI  Hospitals Group,2014-04-29T00:00:00Z,298
< 1 Year,Palliative Medicine,RCSI  Hospitals Group,2014-04-29T00:00:00Z,5
< 1 Year,Plastic Surgery,RCSI  Hospitals Group,2014-04-29T00:00:00Z,666
> 1 Year,Plastic Surgery,RCSI  Hospitals Group,2014-04-29T00:00:00Z,2
< 1 Year,Radiology,RCSI  Hospitals Group,2014-04-29T00:00:00Z,5
< 1 Year,Respiratory Medicine,RCSI  Hospitals Group,2014-04-29T00:00:00Z,125
< 1 Year,Rheumatology,RCSI  Hospitals Group,2014-04-29T00:00:00Z,9
< 1 Year,Small Volume Specialities,RCSI  Hospitals Group,2014-04-29T00:00:00Z,5
< 1 Year,Urology,RCSI  Hospitals Group,2014-04-29T00:00:00Z,1262
< 1 Year,Vascular Surgery,RCSI  Hospitals Group,2014-04-29T00:00:00Z,253
< 1 Year,Cardio-Thoracic Surgery,Saolta University Health Care Group,2014-04-29T00:00:00Z,52
< 1 Year,Cardiology,Saolta University Health Care Group,2014-04-29T00:00:00Z,932
> 1 Year,Cardiology,Saolta University Health Care Group,2014-04-29T00:00:00Z,1
< 1 Year,Dermatology,Saolta University Health Care Group,2014-04-29T00:00:00Z,27
< 1 Year,Endocrinology,Saolta University Health Care Group,2014-04-29T00:00:00Z,8
< 1 Year,Gastro-Enterology,Saolta University Health Care Group,2014-04-29T00:00:00Z,543
< 1 Year,General Medicine,Saolta University Health Care Group,2014-04-29T00:00:00Z,362
< 1 Year,General Surgery,Saolta University Health Care Group,2014-04-29T00:00:00Z,2727
> 1 Year,General Surgery,Saolta University Health Care Group,2014-04-29T00:00:00Z,14
< 1 Year,Gynaecology,Saolta University Health Care Group,2014-04-29T00:00:00Z,711
< 1 Year,Neurology,Saolta University Health Care Group,2014-04-29T00:00:00Z,55
< 1 Year,Ophthalmology,Saolta University Health Care Group,2014-04-29T00:00:00Z,1054
> 1 Year,Ophthalmology,Saolta University Health Care Group,2014-04-29T00:00:00Z,5
< 1 Year,Oral Surgery,Saolta University Health Care Group,2014-04-29T00:00:00Z,537
> 1 Year,Oral Surgery,Saolta University Health Care Group,2014-04-29T00:00:00Z,14
< 1 Year,Orthopaedics,Saolta University Health Care Group,2014-04-29T00:00:00Z,1847
> 1 Year,Orthopaedics,Saolta University Health Care Group,2014-04-29T00:00:00Z,3
< 1 Year,Otolaryngology (ENT),Saolta University Health Care Group,2014-04-29T00:00:00Z,676
> 1 Year,Otolaryngology (ENT),Saolta University Health Care Group,2014-04-29T00:00:00Z,15
< 1 Year,Pain Relief,Saolta University Health Care Group,2014-04-29T00:00:00Z,547
< 1 Year,Plastic Surgery,Saolta University Health Care Group,2014-04-29T00:00:00Z,1202
> 1 Year,Plastic Surgery,Saolta University Health Care Group,2014-04-29T00:00:00Z,9
< 1 Year,Respiratory Medicine,Saolta University Health Care Group,2014-04-29T00:00:00Z,103
< 1 Year,Rheumatology,Saolta University Health Care Group,2014-04-29T00:00:00Z,90
< 1 Year,Small Volume Specialities,Saolta University Health Care Group,2014-04-29T00:00:00Z,19
< 1 Year,Urology,Saolta University Health Care Group,2014-04-29T00:00:00Z,775
> 1 Year,Urology,Saolta University Health Care Group,2014-04-29T00:00:00Z,11
< 1 Year,Vascular Surgery,Saolta University Health Care Group,2014-04-29T00:00:00Z,103
> 1 Year,Vascular Surgery,Saolta University Health Care Group,2014-04-29T00:00:00Z,1
< 1 Year,Breast Surgery,South/South West Hospital Group,2014-04-29T00:00:00Z,32
< 1 Year,Cardio-Thoracic Surgery,South/South West Hospital Group,2014-04-29T00:00:00Z,53
< 1 Year,Cardiology,South/South West Hospital Group,2014-04-29T00:00:00Z,160
< 1 Year,Dermatology,South/South West Hospital Group,2014-04-29T00:00:00Z,13
< 1 Year,Gastro-Enterology,South/South West Hospital Group,2014-04-29T00:00:00Z,590
< 1 Year,Gastro-Intestinal Surgery,South/South West Hospital Group,2014-04-29T00:00:00Z,32
< 1 Year,General Medicine,South/South West Hospital Group,2014-04-29T00:00:00Z,171
< 1 Year,General Surgery,South/South West Hospital Group,2014-04-29T00:00:00Z,1286
> 1 Year,General Surgery,South/South West Hospital Group,2014-04-29T00:00:00Z,4
< 1 Year,Geriatric Medicine,South/South West Hospital Group,2014-04-29T00:00:00Z,5
< 1 Year,Gynaecology,South/South West Hospital Group,2014-04-29T00:00:00Z,591
> 1 Year,Gynaecology,South/South West Hospital Group,2014-04-29T00:00:00Z,42
< 1 Year,Hepato-Biliary Surgery,South/South West Hospital Group,2014-04-29T00:00:00Z,61
< 1 Year,Neurology,South/South West Hospital Group,2014-04-29T00:00:00Z,6
< 1 Year,Neurosurgery,South/South West Hospital Group,2014-04-29T00:00:00Z,31
< 1 Year,Obstetrics/Gynaecology,South/South West Hospital Group,2014-04-29T00:00:00Z,52
< 1 Year,Ophthalmology,South/South West Hospital Group,2014-04-29T00:00:00Z,1559
< 1 Year,Orthopaedics,South/South West Hospital Group,2014-04-29T00:00:00Z,926
< 1 Year,Otolaryngology (ENT),South/South West Hospital Group,2014-04-29T00:00:00Z,692
< 1 Year,Pain Relief,South/South West Hospital Group,2014-04-29T00:00:00Z,564
< 1 Year,Plastic Surgery,South/South West Hospital Group,2014-04-29T00:00:00Z,263
> 1 Year,Plastic Surgery,South/South West Hospital Group,2014-04-29T00:00:00Z,3
< 1 Year,Respiratory Medicine,South/South West Hospital Group,2014-04-29T00:00:00Z,57
< 1 Year,Small Volume Specialities,South/South West Hospital Group,2014-04-29T00:00:00Z,52
< 1 Year,Urology,South/South West Hospital Group,2014-04-29T00:00:00Z,450
> 1 Year,Urology,South/South West Hospital Group,2014-04-29T00:00:00Z,4
< 1 Year,Vascular Surgery,South/South West Hospital Group,2014-04-29T00:00:00Z,242
> 1 Year,Vascular Surgery,South/South West Hospital Group,2014-04-29T00:00:00Z,1
< 1 Year,Anaesthetics,University of Limerick Hospital Group,2014-04-29T00:00:00Z,229
< 1 Year,Cardiology,University of Limerick Hospital Group,2014-04-29T00:00:00Z,92
< 1 Year,Dental Surgery,University of Limerick Hospital Group,2014-04-29T00:00:00Z,71
< 1 Year,Dermatology,University of Limerick Hospital Group,2014-04-29T00:00:00Z,7
< 1 Year,Gastro-Enterology,University of Limerick Hospital Group,2014-04-29T00:00:00Z,120
< 1 Year,General Medicine,University of Limerick Hospital Group,2014-04-29T00:00:00Z,240
< 1 Year,General Surgery,University of Limerick Hospital Group,2014-04-29T00:00:00Z,1193
< 1 Year,Gynaecology,University of Limerick Hospital Group,2014-04-29T00:00:00Z,98
< 1 Year,Maxillo-Facial,University of Limerick Hospital Group,2014-04-29T00:00:00Z,441
< 1 Year,Ophthalmology,University of Limerick Hospital Group,2014-04-29T00:00:00Z,658
< 1 Year,Orthopaedics,University of Limerick Hospital Group,2014-04-29T00:00:00Z,159
< 1 Year,Otolaryngology (ENT),University of Limerick Hospital Group,2014-04-29T00:00:00Z,382
< 1 Year,Plastic Surgery,University of Limerick Hospital Group,2014-04-29T00:00:00Z,158
< 1 Year,Small Volume Specialities,University of Limerick Hospital Group,2014-04-29T00:00:00Z,8
< 1 Year,Urology,University of Limerick Hospital Group,2014-04-29T00:00:00Z,390
< 1 Year,Vascular Surgery,University of Limerick Hospital Group,2014-04-29T00:00:00Z,95
< 1 Year,Cardio-Thoracic Surgery,Children's Health Ireland,2014-04-30T00:00:00Z,2
< 1 Year,Cardiology,Children's Health Ireland,2014-04-30T00:00:00Z,551
> 1 Year,Cardiology,Children's Health Ireland,2014-04-30T00:00:00Z,82
< 1 Year,Child/Adolescent Psychiatry,Children's Health Ireland,2014-04-30T00:00:00Z,36
< 1 Year,Clinical (Medical) Genetics,Children's Health Ireland,2014-04-30T00:00:00Z,26
> 1 Year,Clinical (Medical) Genetics,Children's Health Ireland,2014-04-30T00:00:00Z,1
< 1 Year,Dental Surgery,Children's Health Ireland,2014-04-30T00:00:00Z,96
< 1 Year,Dermatology,Children's Health Ireland,2014-04-30T00:00:00Z,2118
> 1 Year,Dermatology,Children's Health Ireland,2014-04-30T00:00:00Z,42
< 1 Year,Diabetes Mellitus,Children's Health Ireland,2014-04-30T00:00:00Z,12
< 1 Year,Endocrinology,Children's Health Ireland,2014-04-30T00:00:00Z,61
> 1 Year,Endocrinology,Children's Health Ireland,2014-04-30T00:00:00Z,1
< 1 Year,General Medicine,Children's Health Ireland,2014-04-30T00:00:00Z,582
> 1 Year,General Medicine,Children's Health Ireland,2014-04-30T00:00:00Z,27
< 1 Year,General Surgery,Children's Health Ireland,2014-04-30T00:00:00Z,2650
> 1 Year,General Surgery,Children's Health Ireland,2014-04-30T00:00:00Z,98
< 1 Year,Gynaecology,Children's Health Ireland,2014-04-30T00:00:00Z,80
< 1 Year,Haematology,Children's Health Ireland,2014-04-30T00:00:00Z,42
> 1 Year,Haematology,Children's Health Ireland,2014-04-30T00:00:00Z,1
< 1 Year,Immunology,Children's Health Ireland,2014-04-30T00:00:00Z,34
< 1 Year,Infectious Diseases,Children's Health Ireland,2014-04-30T00:00:00Z,76
< 1 Year,Metabolic Medicine,Children's Health Ireland,2014-04-30T00:00:00Z,94
< 1 Year,Neonatology,Children's Health Ireland,2014-04-30T00:00:00Z,33
< 1 Year,Nephrology,Children's Health Ireland,2014-04-30T00:00:00Z,179
> 1 Year,Nephrology,Children's Health Ireland,2014-04-30T00:00:00Z,24
< 1 Year,Neurology,Children's Health Ireland,2014-04-30T00:00:00Z,821
> 1 Year,Neurology,Children's Health Ireland,2014-04-30T00:00:00Z,51
< 1 Year,Neurosurgery,Children's Health Ireland,2014-04-30T00:00:00Z,11
< 1 Year,Ophthalmology,Children's Health Ireland,2014-04-30T00:00:00Z,2422
> 1 Year,Ophthalmology,Children's Health Ireland,2014-04-30T00:00:00Z,167
< 1 Year,Orthopaedics,Children's Health Ireland,2014-04-30T00:00:00Z,1777
> 1 Year,Orthopaedics,Children's Health Ireland,2014-04-30T00:00:00Z,152
< 1 Year,Other,Children's Health Ireland,2014-04-30T00:00:00Z,3
< 1 Year,Otolaryngology (ENT),Children's Health Ireland,2014-04-30T00:00:00Z,2503
> 1 Year,Otolaryngology (ENT),Children's Health Ireland,2014-04-30T00:00:00Z,369
< 1 Year,Paed Cardiology,Children's Health Ireland,2014-04-30T00:00:00Z,2050
> 1 Year,Paed Cardiology,Children's Health Ireland,2014-04-30T00:00:00Z,716
< 1 Year,Paed Endocrinology,Children's Health Ireland,2014-04-30T00:00:00Z,128
< 1 Year,Paed Gastro-Enterol,Children's Health Ireland,2014-04-30T00:00:00Z,373
